ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-1076,[General Inquiry] Issue with clarify - Ticket #1076,[clarify] Could you provide documentation on how to set up webhooks? Need immediate attention on this matter.,General Inquiry,Low,Positive,2024-10-22,Pro,Phone,[General Inquiry] Issue with clarify - Ticket #1076 [clarify] Could you provide documentation on how to set up webhooks? Need immediate attention on this matter.
TKT-1077,[Technical Issue] Issue with memory leak - Ticket #1077,"Hi there, Search functionality returns incorrect results after the recent update. The issue is related to memory leak. Thanks for your help.
Environment: Development",Technical Issue,Low,Neutral,2024-05-28,Basic,Chat,"[Technical Issue] Issue with memory leak - Ticket #1077 Hi there, Search functionality returns incorrect results after the recent update. The issue is related to memory leak. Thanks for your help.
Environment: Development"
TKT-1078,[Billing & Payments] Issue with duplicate charge - Ticket #1078,"Ticket: duplicate charge - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Priority: High due to business impact.
Environment: Staging",Billing & Payments,Medium,Neutral,2024-12-12,Basic,Email,"[Billing & Payments] Issue with duplicate charge - Ticket #1078 Ticket: duplicate charge - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Priority: High due to business impact.
Environment: Staging"
TKT-1079,[Feature Request] Issue with implement - Ticket #1079,"Hello, I need assistance with implement. A dark mode option would greatly improve user experience. Can someone look into this?

Account ID: ACC-47148",Feature Request,Low,Neutral,2024-06-04,Free,Web Portal,"[Feature Request] Issue with implement - Ticket #1079 Hello, I need assistance with implement. A dark mode option would greatly improve user experience. Can someone look into this?

Account ID: ACC-47148"
TKT-1080,[Technical Issue] Issue with timeout - Ticket #1080,"Ticket: timeout - The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.

Account ID: ACC-31566
Environment: Production",Technical Issue,Medium,Neutral,2024-08-11,Free,Chat,"[Technical Issue] Issue with timeout - Ticket #1080 Ticket: timeout - The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.

Account ID: ACC-31566
Environment: Production"
TKT-1081,[Account & Access] Issue with hack - Ticket #1081,[hack] I cannot log in with my credentials - it says 'Invalid username or password'. Need immediate attention on this matter.,Account & Access,High,Very Negative,2024-06-23,Basic,Web Portal,[Account & Access] Issue with hack - Ticket #1081 [hack] I cannot log in with my credentials - it says 'Invalid username or password'. Need immediate attention on this matter.
TKT-1082,[Technical Issue] Issue with broken - Ticket #1082,"URGENT: broken problem detected. The API endpoint /api/v2/users returns a timeout error intermittently. This is affecting our operations.

Account ID: ACC-50806",Technical Issue,High,Negative,2024-06-10,Basic,Email,"[Technical Issue] Issue with broken - Ticket #1082 URGENT: broken problem detected. The API endpoint /api/v2/users returns a timeout error intermittently. This is affecting our operations.

Account ID: ACC-50806"
TKT-1083,[Feature Request] Issue with implement - Ticket #1083,URGENT: implement problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.,Feature Request,High,Negative,2024-02-23,Basic,Web Portal,[Feature Request] Issue with implement - Ticket #1083 URGENT: implement problem detected. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. This is affecting our operations.
TKT-1084,[Account & Access] Issue with SSO - Ticket #1084,"Hi support team, I'm experiencing an issue with SSO. New team members cannot be invited - getting 'permission denied' error. Please help resolve this as soon as possible.

Account ID: ACC-70535
Environment: Production",Account & Access,High,Negative,2024-08-10,Basic,Email,"[Account & Access] Issue with SSO - Ticket #1084 Hi support team, I'm experiencing an issue with SSO. New team members cannot be invited - getting 'permission denied' error. Please help resolve this as soon as possible.

Account ID: ACC-70535
Environment: Production"
TKT-1085,[Billing & Payments] Issue with invoice - Ticket #1085,"Dear Support, The discount code NEWYEAR50 was not applied to our recent purchase. This involves invoice. Looking forward to a quick resolution.
Environment: Production",Billing & Payments,Low,Neutral,2024-01-02,Enterprise,Web Portal,"[Billing & Payments] Issue with invoice - Ticket #1085 Dear Support, The discount code NEWYEAR50 was not applied to our recent purchase. This involves invoice. Looking forward to a quick resolution.
Environment: Production"
TKT-1086,[Account & Access] Issue with password - Ticket #1086,Incident: password - I need admin access to manage team permissions but currently have viewer role. Impact: Multiple users affected.,Account & Access,Medium,Neutral,2024-08-09,Basic,Chat,[Account & Access] Issue with password - Ticket #1086 Incident: password - I need admin access to manage team permissions but currently have viewer role. Impact: Multiple users affected.
TKT-1087,[Account & Access] Issue with role - Ticket #1087,"Ticket: role - account hacked. New team members cannot be invited - getting 'permission denied' error. Priority: High due to business impact.

Account ID: ACC-96143",Account & Access,High,Negative,2024-07-27,Free,Web Portal,"[Account & Access] Issue with role - Ticket #1087 Ticket: role - account hacked. New team members cannot be invited - getting 'permission denied' error. Priority: High due to business impact.

Account ID: ACC-96143"
TKT-1088,[General Inquiry] Issue with best practice - Ticket #1088,"Help needed: best practice not functioning correctly. Is there a roadmap available for upcoming features?

Account ID: ACC-65961",General Inquiry,Medium,Neutral,2024-08-02,Pro,Chat,"[General Inquiry] Issue with best practice - Ticket #1088 Help needed: best practice not functioning correctly. Is there a roadmap available for upcoming features?

Account ID: ACC-65961"
TKT-1089,[General Inquiry] Issue with documentation - Ticket #1089,Incident: documentation - Is there a roadmap available for upcoming features? Impact: Multiple users affected.,General Inquiry,Low,Positive,2024-03-27,Free,Email,[General Inquiry] Issue with documentation - Ticket #1089 Incident: documentation - Is there a roadmap available for upcoming features? Impact: Multiple users affected.
TKT-1090,[Account & Access] Issue with 2FA - Ticket #1090,"Help needed: 2FA not functioning correctly. cannot access. New team members cannot be invited - getting 'permission denied' error.
Environment: Staging",Account & Access,High,Negative,2024-07-08,Basic,Email,"[Account & Access] Issue with 2FA - Ticket #1090 Help needed: 2FA not functioning correctly. cannot access. New team members cannot be invited - getting 'permission denied' error.
Environment: Staging"
TKT-1091,[Feature Request] Issue with configure - Ticket #1091,Problem Report: configure failure. It would be helpful to have a bulk export feature for monthly reports. Please escalate if needed.,Feature Request,Medium,Neutral,2024-10-22,Basic,Phone,[Feature Request] Issue with configure - Ticket #1091 Problem Report: configure failure. It would be helpful to have a bulk export feature for monthly reports. Please escalate if needed.
TKT-1092,[Account & Access] Issue with locked out - Ticket #1092,"Dear Support, I need admin access to manage team permissions but currently have viewer role. This involves locked out. Looking forward to a quick resolution.
Environment: Staging",Account & Access,Low,Positive,2024-10-15,Free,Web Portal,"[Account & Access] Issue with locked out - Ticket #1092 Dear Support, I need admin access to manage team permissions but currently have viewer role. This involves locked out. Looking forward to a quick resolution.
Environment: Staging"
TKT-1093,[Account & Access] Issue with compromised - Ticket #1093,"Hello, I need assistance with compromised. I cannot log in with my credentials - it says 'Invalid username or password'. Can someone look into this?",Account & Access,Medium,Negative,2024-03-13,Free,Chat,"[Account & Access] Issue with compromised - Ticket #1093 Hello, I need assistance with compromised. I cannot log in with my credentials - it says 'Invalid username or password'. Can someone look into this?"
TKT-1094,[Technical Issue] Issue with connection - Ticket #1094,"[connection] customers affected. Mobile app crashes immediately upon opening on iOS devices. Need immediate attention on this matter.
Environment: Staging",Technical Issue,High,Negative,2024-10-01,Basic,Chat,"[Technical Issue] Issue with connection - Ticket #1094 [connection] customers affected. Mobile app crashes immediately upon opening on iOS devices. Need immediate attention on this matter.
Environment: Staging"
TKT-1095,[Technical Issue] Issue with connection - Ticket #1095,"Hi support team, I'm experiencing an issue with connection. Mobile app crashes immediately upon opening on iOS devices. Please help resolve this as soon as possible.
Environment: Development",Technical Issue,High,Very Negative,2024-08-02,Pro,Web Portal,"[Technical Issue] Issue with connection - Ticket #1095 Hi support team, I'm experiencing an issue with connection. Mobile app crashes immediately upon opening on iOS devices. Please help resolve this as soon as possible.
Environment: Development"
